hhid,Total,start_date,urbrur,region,sex_of_head,age_of_head_cat,attain,apci_dec,main_language,wgt_hh,q02_58_01,q02_58_02,q02_58_04,q02_58_13,q02_58_15,q02_59_01,q02_59_02,q02_59_04,q02_59_13,q02_59_15,q02_60_01,q02_60_02,q02_60_04,q02_60_13,q02_60_15,q07_02_1,q07_02_2,q07_02_3,q07_02_4,q07_02_6,crops_possessed_1,crops_possessed_2,crops_possessed_3,crops_possessed_4,crops_possessed_6,q07_04_1,q07_04_2,q07_04_3,q07_04_4,q07_04_6,crops_given_away_1,crops_given_away_2,crops_given_away_3,crops_given_away_4,crops_given_away_6,crops_sold_1,crops_sold_2,crops_sold_3,crops_sold_4,crops_sold_6,q07_08_3
1201032B01101                          ,Total,2015-08-28,Rural,Oshikoto,Male,18-59,No formal education,8,Oshiwambo,72.7108339623742,1,1,0,1,0,1.0,7.0,,7.0,,bought_using_cash,own_production_garden__livestock,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1201032B01701                          ,Total,2015-08-28,Rural,Oshikoto,Female,18-59,Primary,4,Oshiwambo,46.74961255179071,1,1,0,1,1,3.0,7.0,,7.0,7.0,bought_using_cash,own_production_garden__livestock,,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,160.0,,,,,50.0,,,,,0.0,,,,,0.0,,,,0
1201032B02602                          ,Total,2015-08-28,Rural,Oshikoto,Male,18-59,Primary,2,Oshiwambo,35.71492419863829,0,1,0,1,0,,7.0,,7.0,,,food_assistance_government__charity,,bought_using_cash,,0,1,0,0,0.0,,400.0,,,,,50.0,,,,,20.0,,,,,0.0,,,,0
1201032B03701                          ,Total,2015-08-28,Rural,Oshikoto,Male,18-59,Primary,6,Oshiwambo,20.675210086270003,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,10.0,,,,,3.0,,,,,0.0,,,,,0.0,,,,0
1201032B04401                          ,Total,2015-08-28,Rural,Oshikoto,Male,18-59,Primary,6,Oshiwambo,45.1166192022084,1,1,0,1,1,7.0,7.0,,7.0,7.0,bought_using_cash,own_production_garden__livestock,,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,50.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,0
0603032B00143                          ,Total,2015-08-28,Urban,Khomas,Female,18-59,,10,Oshiwambo,65.2008666993874,1,0,1,1,0,7.0,,4.0,7.0,,bought_using_cash,,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603032B00129                          ,Total,2015-08-28,Urban,Khomas,Male,18-59,Tertiary,8,Zambezi languages,93.4288542624777,1,1,1,1,1,7.0,1.0,2.0,7.0,3.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603032B00120                          ,Total,2015-08-28,Urban,Khomas,Female,18-59,,10,English,51.401345189597905,1,1,0,1,1,2.0,3.0,,4.0,4.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603032B00105                          ,Total,2015-08-28,Urban,Khomas,Male,18-59,,10,Rukavango,91.79963992059379,1,0,1,1,1,7.0,,1.0,7.0,7.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603032A01905                          ,Total,2015-08-28,Urban,Khomas,Male,18-59,Tertiary,10,Oshiwambo,91.79963992059379,1,1,0,0,1,3.0,3.0,,,4.0,bought_using_cash,bought_using_cash,,,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603032A01802                          ,Total,2015-08-28,Urban,Khomas,Female,18-59,Tertiary,10,Oshiwambo,89.0034531299579,0,0,1,0,1,,,2.0,,7.0,,,bought_using_cash,,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603032A01301                          ,Total,2015-08-28,Urban,Khomas,Female,18-59,No formal education,7,Oshiwambo,141.900312150478,1,1,0,1,1,7.0,3.0,,7.0,2.0,bought_using_cash,bought_using_cash,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603032A01005                          ,Total,2015-08-28,Urban,Khomas,Female,18-59,Tertiary,10,Afrikaans,89.0034531299579,1,0,1,1,1,5.0,,1.0,2.0,6.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0603032A00803                          ,Total,2015-08-28,Urban,Khomas,Male,18-59,Tertiary,9,Otjiherero,66.0723728225061,1,1,1,1,1,5.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0504019A00601                          ,Total,2015-08-28,Rural,Kavango West,Female,18-59,Primary,1,Rukavango,14.639444792580301,0,1,0,1,0,,6.0,,6.0,,,asking_for_help_from_others,,bought_using_cash,,0,1,0,0,0.0,,300.0,,,,,300.0,,,,,0.0,,,,,0.0,,,,0
0504019A01001                          ,Total,2015-08-28,Rural,Kavango West,Female,60+,Primary,7,Rukavango,9.605652399322189,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,1,0,0,0.0,,50.0,,,,,50.0,,,,,0.0,,,,,0.0,,,,0
0603032A00201                          ,Total,2015-08-28,Urban,Khomas,Female,18-59,Secondary,8,Oshiwambo,107.357163638839,1,1,1,1,1,7.0,7.0,1.0,7.0,3.0,bought_using_cash,bought_using_cash,bought_using_cash,food_assistance_government__charity,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0504019A02201                          ,Total,2015-08-28,Rural,Kavango West,Male,18-59,Tertiary,8,Rukavango,9.92973874767252,1,1,0,1,0,1.0,7.0,,2.0,,bought_using_cash,food_assistance_government__charity,,bought_using_cash,,1,1,0,0,0.0,1250.0,150.0,,,,1250.0,150.0,,,,0.0,0.0,,,,0.0,0.0,,,,0
1306086B03201                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,18-59,Primary,8,Otjiherero,31.4818604659242,1,1,1,1,1,3.0,7.0,2.0,3.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1306086B02101                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,60+,Primary,3,Nama/Damara,80.9880050910029,1,0,0,0,0,7.0,,,,,bought_using_cash,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0504019B01001                          ,Total,2015-08-28,Rural,Kavango West,Male,18-59,Primary,2,Rukavango,7.45349936595171,0,1,0,1,0,,7.0,,7.0,,,bought_on_credit,,bought_on_credit,,1,1,1,0,0.0,125.0,250.0,15.0,,,105.0,240.0,15.0,,,20.0,10.0,0.0,,,0.0,0.0,0.0,,,0
0504019B01501                          ,Total,2015-08-28,Rural,Kavango West,Female,18-59,No formal education,7,Rukavango,12.810301038127804,1,1,0,1,0,1.0,6.0,,3.0,,bought_using_cash,bought_using_cash,,bought_using_cash,,1,1,1,0,0.0,20.0,200.0,20.0,,,20.0,200.0,20.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0
0504019A01501                          ,Total,2015-08-28,Rural,Kavango West,Male,18-59,Primary,5,Rukavango,7.2355308951387585,0,1,0,0,0,,7.0,,,,,food_assistance_government__charity,,,,0,1,0,0,0.0,,325.0,,,,,275.0,,,,,50.0,,,,,0.0,,,,0
0504019B02301                          ,Total,2015-08-28,Rural,Kavango West,Female,18-59,Primary,3,Rukavango,14.8067330571419,0,1,0,1,0,,7.0,,3.0,,,bought_using_cash,,bought_on_credit,,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,0
1306086B00501                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,18-59,Secondary,4,Otjiherero,46.7223066577112,0,1,1,1,0,,7.0,2.0,7.0,,,bought_using_cash,bought_using_cash,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0504019B00601                          ,Total,2015-08-28,Rural,Kavango West,Male,60+,Tertiary,8,Rukavango,10.489581724808199,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,1,1,1,0,0.0,100.0,800.0,100.0,,,95.0,400.0,100.0,,,5.0,400.0,0.0,,,0.0,0.0,0.0,,,0
1306086A04103                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,18-59,Secondary,7,Otjiherero,69.64083172992251,1,1,1,1,1,7.0,1.0,7.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1306086A03401                          ,Total,2015-08-28,Urban,Otjozondjupa,Male,18-59,,9,Setswana,50.35501339374821,1,1,1,1,1,3.0,2.0,3.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1306086A02601                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,18-59,Secondary,6,Nama/Damara,35.854016328506106,1,1,1,1,1,4.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1306086A01401                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,18-59,No formal education,4,Otjiherero,44.871925005848205,1,1,1,1,1,4.0,7.0,2.0,7.0,2.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1306086A05003                          ,Total,2015-08-28,Urban,Otjozondjupa,Male,18-59,Secondary,8,Otjiherero,67.5647191531393,1,0,1,1,1,1.0,,7.0,7.0,7.0,bought_using_cash,,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1306086A00401                          ,Total,2015-08-28,Urban,Otjozondjupa,Female,18-59,Secondary,7,Oshiwambo,50.776651891080704,1,1,1,1,1,7.0,7.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0504019B00101                          ,Total,2015-08-28,Rural,Kavango West,Male,18-59,Primary,3,Rukavango,13.3520052689966,0,1,0,1,1,,7.0,,2.0,5.0,,bought_using_cash,,bought_using_cash,bought_using_cash,1,1,1,0,0.0,100.0,300.0,50.0,,,90.0,75.0,40.0,,,10.0,225.0,10.0,,,0.0,0.0,0.0,,,0
0504019A02701                          ,Total,2015-08-28,Rural,Kavango West,Male,18-59,Secondary,5,Rukavango,5.271994040367638,0,1,0,0,0,,7.0,,,,,bought_using_cash,,,,1,1,0,0,0.0,225.0,350.0,,,,155.0,350.0,,,,50.0,0.0,,,,20.0,0.0,,,,0
0504019B02801                          ,Total,2015-08-28,Rural,Kavango West,Male,18-59,No formal education,5,Rukavango,12.8546315727726,1,1,0,1,0,2.0,7.0,,1.0,,bought_using_cash,food_assistance_government__charity,,bought_using_cash,,1,1,1,0,0.0,350.0,450.0,100.0,,,250.0,300.0,0.0,,,100.0,150.0,100.0,,,0.0,0.0,0.0,,,0
0205115A00206                          ,Total,2015-08-29,Urban,Erongo,Male,18-59,Secondary,9,Oshiwambo,58.1433634339125,1,1,1,1,1,7.0,4.0,1.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0205115A00202                          ,Total,2015-08-29,Urban,Erongo,Male,18-59,Secondary,10,Oshiwambo,65.868471961483,1,1,1,1,1,1.0,1.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,250.0,,,,,5.0,,,,,20.0,,,,,0.0,,,,0
0610105B04101                          ,Total,2015-09-01,Urban,Khomas,Female,18-59,Tertiary,10,English,98.08009213199159,0,0,0,1,1,,,,7.0,7.0,,,,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
0610105A03901                          ,Total,2015-09-01,Urban,Khomas,Male,60+,Tertiary,10,Afrikaans,57.089929763517,1,1,1,1,1,7.0,7.0,2.0,7.0,7.0,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1006014B02401                          ,Total,2015-09-10,Rural,Omusati,Male,18-59,Primary,3,Oshiwambo,108.336359529956,1,1,0,1,0,1.0,7.0,,7.0,,bought_using_cash,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,350.0,,,,,200.0,,,,,10.0,,,,,0.0,,,,0
1102029A00401                          ,Total,2015-09-10,Rural,Oshana,Female,60+,Primary,7,Oshiwambo,18.475565335644106,1,1,0,1,0,4.0,7.0,,7.0,,bought_using_cash,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,50.0,,,,,25.0,,,,,0.0,,,,,0.0,,,,0
0802037A00601                          ,Total,2015-09-10,Rural,Ohangwena,Female,60+,No formal education,5,Oshiwambo,15.7086386938118,1,1,1,1,0,1.0,7.0,7.0,7.0,,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,,0,1,0,0,0.0,,400.0,,,,,300.0,,,,,80.0,,,,,0.0,,,,0
1012038A01501                          ,Total,2015-09-10,Rural,Omusati,Female,18-59,No formal education,6,Oshiwambo,52.2453542699813,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,1000.0,,,,,50.0,,,,,250.0,,,,,0.0,,,,0
1012038A02001                          ,Total,2015-09-10,Rural,Omusati,Female,60+,No formal education,2,Oshiwambo,31.568341436691494,0,1,0,1,0,,7.0,,7.0,,,food_assistance_government__charity,,bought_using_cash,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1012038A02801                          ,Total,2015-09-10,Rural,Omusati,Female,18-59,Secondary,6,Oshiwambo,37.1625343111272,1,1,0,1,0,2.0,7.0,,7.0,,bought_using_cash,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,150.0,,,,,150.0,,,,,0.0,,,,,0.0,,,,0
1012038A03301                          ,Total,2015-09-10,Rural,Omusati,Female,18-59,Secondary,6,Oshiwambo,72.4692556481278,1,1,1,1,1,7.0,7.0,4.0,7.0,7.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,1,1,0,0.0,,500.0,150.0,,,,400.0,50.0,,,,0.0,0.0,,,,0.0,0.0,,,0
1012038B00501                          ,Total,2015-09-10,Rural,Omusati,Female,18-59,Secondary,3,Oshiwambo,98.68550345109449,1,1,0,1,0,4.0,7.0,,7.0,,bought_using_cash,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,10.0,,,,,10.0,,,,,0.0,,,,,0.0,,,,0
1012038B01001                          ,Total,2015-09-10,Rural,Omusati,Male,18-59,Primary,3,Oshiwambo,41.8933677746665,0,1,0,1,0,,7.0,,2.0,,,food_assistance_government__charity,,bought_using_cash,,0,1,0,0,0.0,,200.0,,,,,200.0,,,,,0.0,,,,,0.0,,,,0
1006014B03201                          ,Total,2015-09-10,Rural,Omusati,Female,60+,Primary,3,Oshiwambo,99.44983499687841,1,0,1,1,0,1.0,,5.0,7.0,,bought_using_cash,,bought_using_cash,bought_using_cash,,0,1,1,0,0.0,,150.0,50.0,,,,100.0,30.0,,,,20.0,0.0,,,,0.0,0.0,,,0
1012038A00101                          ,Total,2015-09-10,Rural,Omusati,Male,18-59,Secondary,6,Oshiwambo,59.761040956805,1,1,1,1,0,5.0,7.0,2.0,7.0,,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,,0,1,0,0,0.0,,600.0,,,,,40.0,,,,,100.0,,,,,0.0,,,,0
1102029A04301                          ,Total,2015-09-10,Rural,Oshana,Female,18-59,Tertiary,10,Oshiwambo,48.85096805962949,1,1,1,1,1,4.0,3.0,2.0,7.0,7.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,1,1,0,0,1.0,5.0,3000.0,,,50.0,5.0,300.0,,,50.0,0.0,100.0,,,0.0,0.0,1500.0,,,0.0,0
1012038B02301                          ,Total,2015-09-10,Rural,Omusati,Female,18-59,Primary,1,Oshiwambo,5.42487562,0,1,0,1,0,,7.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,1,0,0,0.0,,5.0,,,,,5.0,,,,,0.0,,,,,0.0,,,,0
1102029B00701                          ,Total,2015-09-10,Rural,Oshana,Male,18-59,Secondary,5,Oshiwambo,43.69658828353379,1,1,1,1,1,3.0,7.0,2.0,7.0,7.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1102029B01501                          ,Total,2015-09-10,Rural,Oshana,Female,60+,Primary,7,Oshiwambo,4.0913685,0,1,1,1,1,,7.0,3.0,7.0,7.0,,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,250.0,,,,,50.0,,,,,0.0,,,,,0.0,,,,0
1102029B02301                          ,Total,2015-09-10,Rural,Oshana,Female,60+,Secondary,7,Oshiwambo,23.111276710377997,0,1,1,1,1,,7.0,2.0,7.0,5.0,,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,75.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,0
1102029B03201                          ,Total,2015-09-10,Rural,Oshana,Male,18-59,Primary,9,Oshiwambo,48.43671412969361,0,1,0,1,1,,7.0,,7.0,7.0,,from_employer,,from_employer,from_employer,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0
1102029B03901                          ,Total,2015-09-10,Rural,Oshana,Female,60+,Primary,8,Oshiwambo,43.0132191584554,1,1,1,1,1,2.0,7.0,3.0,7.0,5.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,375.0,,,,,187.0,,,,,0.0,,,,,0.0,,,,0
1102029B04601                          ,Total,2015-09-10,Rural,Oshana,Male,60+,Secondary,3,Oshiwambo,70.1039332807658,1,1,1,1,1,7.0,7.0,1.0,7.0,4.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,312.0,,,,,312.0,,,,,0.0,,,,,0.0,,,,0
1012038B01601                          ,Total,2015-09-10,Rural,Omusati,Female,60+,Primary,5,Oshiwambo,42.0838652366285,1,1,1,1,0,7.0,7.0,2.0,7.0,,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,,0,1,1,0,0.0,,10.0,5.0,,,,10.0,0.0,,,,0.0,5.0,,,,0.0,0.0,,,0
1102029A03501                          ,Total,2015-09-10,Rural,Oshana,Female,60+,Primary,7,Oshiwambo,52.7448770299192,1,1,1,1,0,7.0,7.0,2.0,7.0,,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,,0,1,0,0,0.0,,200.0,,,,,84.0,,,,,50.0,,,,,0.0,,,,0
1102029A02001                          ,Total,2015-09-10,Rural,Oshana,Male,60+,Primary,7,Oshiwambo,70.2639736871508,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,900.0,,,,,100.0,,,,,75.0,,,,,0.0,,,,0
0802037A01401                          ,Total,2015-09-10,Rural,Ohangwena,Male,18-59,Primary,2,Oshiwambo,78.087738006139,1,1,1,1,1,7.0,7.0,7.0,7.0,7.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,140.0,,,,,80.0,,,,,0.0,,,,,0.0,,,,0
1102029A01201                          ,Total,2015-09-10,Rural,Oshana,Female,18-59,Secondary,7,Oshiwambo,50.4606789761166,1,1,1,1,1,1.0,5.0,1.0,7.0,7.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,75.0,,,,,20.0,,,,,0.0,,,,,0.0,,,,0
1006014B04201                          ,Total,2015-09-10,Rural,Omusati,Female,18-59,Primary,4,Oshiwambo,69.9843973188898,0,1,1,1,0,,7.0,2.0,7.0,,,own_production_garden__livestock,bought_using_cash,bought_using_cash,,0,1,0,0,0.0,,500.0,,,,,350.0,,,,,20.0,,,,,0.0,,,,0
1012038B03601                          ,Total,2015-09-10,Rural,Omusati,Female,18-59,Primary,5,Oshiwambo,70.1142828617685,0,1,1,1,1,,7.0,1.0,7.0,2.0,,bought_using_cash,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,5.0,,,,,5.0,,,,,0.0,,,,,0.0,,,,0
1012038B02801                          ,Total,2015-09-10,Rural,Omusati,Male,18-59,Primary,4,Oshiwambo,39.496182723941395,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,1.0,,,,,1.0,,,,,0.0,,,,,0.0,,,,0
1102029A02701                          ,Total,2015-09-10,Rural,Oshana,Female,60+,Primary,8,Oshiwambo,40.1870160073899,1,1,1,1,1,2.0,7.0,1.0,7.0,1.0,bought_using_cash,own_production_garden__livestock,gifts_friends__neighbours__relatives,gifts_friends__neighbours__relatives,gifts_friends__neighbours__relatives,0,1,1,0,0.0,,600.0,75.0,,,,200.0,50.0,,,,125.0,0.0,,,,0.0,0.0,,,0
0802037A01901                          ,Total,2015-09-10,Rural,Ohangwena,Female,60+,No formal education,6,Oshiwambo,55.6354010925908,1,1,0,0,0,2.0,7.0,,,,bought_using_cash,own_production_garden__livestock,,,,0,1,0,0,0.0,,200.0,,,,,100.0,,,,,50.0,,,,,0.0,,,,0
1012038A00701                          ,Total,2015-09-10,Rural,Omusati,Male,18-59,No formal education,8,Oshiwambo,74.64628435794579,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,500.0,,,,,100.0,,,,,150.0,,,,,0.0,,,,0
0802037A03301                          ,Total,2015-09-10,Rural,Ohangwena,Female,18-59,No formal education,5,Oshiwambo,21.59257861171089,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,1,0,0.0,,80.0,40.0,,,,60.0,30.0,,,,0.0,0.0,,,,0.0,0.0,,,0
0802037A02701                          ,Total,2015-09-10,Rural,Ohangwena,Male,60+,No formal education,5,Oshiwambo,90.98899920274741,1,1,1,1,1,7.0,7.0,3.0,7.0,7.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,1,1,0,0.0,,280.0,80.0,,,,200.0,80.0,,,,0.0,0.0,,,,0.0,0.0,,,0
1006014A00701                          ,Total,2015-09-10,Rural,Omusati,Female,18-59,Secondary,7,Oshiwambo,66.3311807437773,1,1,1,1,1,7.0,7.0,5.0,7.0,1.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,400.0,,,,,100.0,,,,,0.0,,,,,0.0,,,,0
1006014A01601                          ,Total,2015-09-10,Rural,Omusati,Female,18-59,Primary,1,Oshiwambo,40.095261724464,0,1,0,1,0,,7.0,,3.0,,,own_production_garden__livestock,,asking_for_help_from_others,,0,1,0,0,0.0,,40.0,,,,,40.0,,,,,0.0,,,,,0.0,,,,0
1006014A02101                          ,Total,2015-09-10,Rural,Omusati,Female,18-59,Secondary,5,Oshiwambo,69.3547335353439,1,1,1,1,1,5.0,7.0,3.0,7.0,3.0,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,bought_using_cash,0,1,0,0,0.0,,80.0,,,,,80.0,,,,,0.0,,,,,0.0,,,,0
1006014A02901                          ,Total,2015-09-10,Rural,Omusati,Female,60+,No formal education,3,Oshiwambo,107.64542223311301,1,1,1,1,0,4.0,7.0,4.0,7.0,,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,,0,1,0,0,0.0,,20.0,,,,,10.0,,,,,0.0,,,,,0.0,,,,0
1006014A03701                          ,Total,2015-09-10,Rural,Omusati,Male,60+,No formal education,1,Oshiwambo,10.372378565854198,1,1,0,1,0,2.0,7.0,,7.0,,bought_using_cash,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,100.0,,,,,80.0,,,,,20.0,,,,,0.0,,,,0
1006014B00101                          ,Total,2015-09-10,Rural,Omusati,Female,60+,Secondary,5,Oshiwambo,7.35051140395033,1,1,1,1,0,5.0,6.0,2.0,7.0,,bought_using_cash,own_production_garden__livestock,gifts_friends__neighbours__relatives,bought_using_cash,,0,1,0,0,0.0,,400.0,,,,,250.0,,,,,10.0,,,,,0.0,,,,0
1006014B00901                          ,Total,2015-09-10,Rural,Omusati,Female,18-59,Primary,3,Oshiwambo,108.534002532366,1,1,0,0,0,7.0,7.0,,,,own_production_garden__livestock,bought_using_cash,,,,0,1,0,0,0.0,,100.0,,,,,90.0,,,,,10.0,,,,,0.0,,,,0
1006014B01602                          ,Total,2015-09-10,Rural,Omusati,Female,18-59,Secondary,3,Oshiwambo,65.3070995280863,1,1,1,1,0,5.0,7.0,2.0,7.0,,bought_using_cash,own_production_garden__livestock,bought_using_cash,bought_using_cash,,0,1,0,0,0.0,,20.0,,,,,20.0,,,,,0.0,,,,,0.0,,,,0
0802037B03101                          ,Total,2015-09-10,Rural,Ohangwena,Male,18-59,Primary,7,Oshiwambo,78.3340257793318,1,0,1,1,0,3.0,,3.0,7.0,,bought_using_cash,,bought_using_cash,bought_using_cash,,0,1,0,0,0.0,,400.0,,,,,400.0,,,,,0.0,,,,,0.0,,,,0
0802037B02502                          ,Total,2015-09-10,Rural,Ohangwena,Female,18-59,Primary,7,Oshiwambo,50.4474805204306,0,1,0,1,0,,4.0,,7.0,,,bought_using_cash,,bought_using_cash,,0,1,0,0,0.0,,500.0,,,,,400.0,,,,,0.0,,,,,0.0,,,,0
0802037B02001                          ,Total,2015-09-10,Rural,Ohangwena,Male,60+,Primary,9,Oshiwambo,54.4919286611822,0,1,0,1,0,,7.0,,7.0,,,own_production_garden__livestock,,bought_using_cash,,0,1,0,0,0.0,,300.0,,,,,200.0,,,,,0.0,,,,,0.0,,,,0
